id;sortOrder;conversation;character;description;English;German;French
Mood.Gutter.279.IAttackCritter;0;;;IAttackCritter;Down!;Platz!;Couché !
Mood.Gutter.280.IAttackCritter;0;;;IAttackCritter;Fraggin critters.;Miese Critter!;Saletés de créatures.
Mood.Gutter.281.IAttackCritter;0;;;IAttackCritter;I'll put you down!;Ich mach dich fertig!;Je vais te piquer !
Mood.Gutter.282.IAttackLuna;0;;;IAttackLuna;You won't get away this time!;Diesmal entkommst du nicht!;Tu t'enfuiras pas cette fois !
Mood.Gutter.283.IAttackLuna;0;;;IAttackLuna;I'm coming for you Lady!;Ich komme, Lady!;Je viens te chercher, ma grosse !
Mood.Gutter.284.IAttackLuna;0;;;IAttackLuna;You're going down, puddin'!;Du bist dran, Lady!;C'est la fin pour toi, gros tas !
Mood.Gutter.285.LunaReply;0;;;LunaReply;Honey, I wouldn't even sit on your face.;Darling, das denkst auch nur du!;Mon chou, je m'assoirais même pas sur ta tronche.
Mood.Gutter.286.LunaReply;0;;;LunaReply;Don't knock it until you've tried it!;Versprich nichts, was du nicht halten kannst!;Critique pas avant d'avoir essayé !
Mood.Gutter.287.LunaReply;0;;;LunaReply;You emaciated little runt, you don't have the stamina!;Dir fehlt dafür die Ausdauer, du kleiner Wicht!;Espèce de petit avorton émacié, tu tiendras jamais le coup !
Mood.Gutter.288.IAttackSpirit;0;;;IAttackSpirit;I hate spirits.;Ich hasse Geister!;Je déteste les esprits.
Mood.Gutter.289.IAttackSpirit;0;;;IAttackSpirit;Get  the drek away from me!;Halte diesen Drek von mir fern!;T'approche pas de moi, bordel !
Mood.Gutter.290.IAttackSpirit;0;;;IAttackSpirit;Frag off where you came from!;Verzieh dich dahin, wo du herkommst!;Retourne d'où tu viens, connard !
Mood.Gutter.291.GetReady;0;;;GetReady;Let's go, chummers!;Los geht´s Chummer!;On y va, les gars !
Mood.Gutter.292.GetReady;0;;;GetReady;Lock and load!;Laden und entsichern!;Vérifiez vos armes!
Mood.Gutter.293.GetReady;0;;;GetReady;Everyone stay frosty!;Alle cool bleiben!;Que tout le monde ouvre l'œil !
Mood.Gutter.294.HereWeGoAgain1;0;;;HereWeGoAgain1;Don't you... like... ever get bored?;Wird dir das nie langweilig?;Tout ça... ça te lasse jamais, toi ?
Mood.Gutter.295.HereWeGoAgain1;0;;;HereWeGoAgain1;It's always the same, don't you think?;Das ist doch immer das gleiche, oder?;C'est toujours la même chose, tu trouves pas ?
Mood.Gutter.296.HereWeGoAgain1;0;;;HereWeGoAgain1;Do you ever feel like we keep doing the same thing, over and over?;Hast du nicht das Gefühl, wir machen immer wieder das Gleiche?;T'as pas l'impression qu'on fait tout le temps la même chose ?
Mood.Gutter.297.HereWeGoAgain2;0;;;HereWeGoAgain2;What, the killing and shooting?;Was denn? Das Töten und Schießen?;Quoi, les tueries et les combats ?
Mood.Gutter.298.HereWeGoAgain2;0;;;HereWeGoAgain2;You mean all the head-bashing and shootouts?;Du meinst das Köpfe einschlagen und die Schießereien?;Tu veux dire toutes ces bastons et ces fusillades ?
Mood.Gutter.299.HereWeGoAgain2;0;;;HereWeGoAgain2;Wasting drekheads for fame and glory?;Drekheads töten für Ruhm und Ehre?;Quoi, crever des connards pour la célébrité et la gloire ?
Mood.Gutter.300.HereWeGoAgain3;0;;;HereWeGoAgain3;You're awesome.;Du bist ... unfassbar.;T'es un champion.
Mood.Gutter.301.HereWeGoAgain3;0;;;HereWeGoAgain3;Never mind, you're ok.;Egal, schon in Ordnung.;Pas grave, tout va bien.
Mood.Gutter.302.HereWeGoAgain3;0;;;HereWeGoAgain3;Well no... Never mind, you got the right ideas.;Nun, nein. Egal. Du hast schon den richtigen Durchblick.;Ben non... Pas grave, t'as tout compris.
Mood.Military.001.IHitYou;0;;;IHitYou;Scored a hit!;Treffer!;Je l'ai touché !
Mood.Military.002.IHitYou;0;;;IHitYou;Target hit!;Ziel getroffen!;Cible touchée !
Mood.Military.003.IHitYou;0;;;IHitYou;Got you.;Erwischt!;Je t'ai eu.
Mood.Military.004.IAmHit;0;;;IAmHit;I am hit!;Bin getroffen worden!;Je suis touché !
Mood.Military.005.IAmHit;0;;;IAmHit;Drek, I'm hit!;Drek, ich bin getroffen!;Merde, je suis touché !
Mood.Military.006.IAmHit;0;;;IAmHit;Under fire!;Stehe unter Beschuss!;Je me fais allumer !
Mood.Military.007.IAmHit;0;;;IAmHit;I am injured!;Mich hat´s erwischt!;Je suis blessé !
Mood.Military.008.TargetBeCareful;0;;;TargetBeCareful;Duck and cover!;Deckung!;À couvert !
Mood.Military.009.TargetBeCareful;0;;;TargetBeCareful;Hit the dirt!;Runter!;À terre !
Mood.Military.010.TargetBeCareful;0;;;TargetBeCareful;Don't stick your grape out!;Nase runter!;Baisse la tête !
Mood.Military.011.TargetBeCareful;0;;;TargetBeCareful;Careful, you got incoming!;Achtung, du wirst angegriffen!;Fais gaffe, hostiles en approche !
Mood.Military.012.GenericPraise;0;;;GenericPraise;Well done!;Gut gemacht!;Bien joué !
Mood.Military.013.GenericPraise;0;;;GenericPraise;Wiz!;Wiz!;Nickel !
Mood.Military.014.GenericPraise;0;;;GenericPraise;Excellent!;Exzellent!;Excellent !
Mood.Military.015.SnarkyAdviceReply;0;;;SnarkyAdviceReply;You think I'm stupid?;Glaubst du, ich bin dämlich?;Tu me prends pour de la bleusaille ?
Mood.Military.016.SnarkyAdviceReply;0;;;SnarkyAdviceReply;Thank you. Great advice.;Danke. Toller Tipp.;Merci. Super conseil, vraiment.
Mood.Military.017.SnarkyAdviceReply;0;;;SnarkyAdviceReply;Shut up, I can handle myself.;Ruhe, ich schaff das schon.;Ta gueule, je sais ce que je dois faire.
Mood.Military.018.BeCarefulTaunt;0;;;BeCarefulTaunt;I will get you anyway!;Ich bekomme dich so oder so!;Je t'aurai, de toute façon !
Mood.Military.019.BeCarefulTaunt;0;;;BeCarefulTaunt;You're only prolonging the inevitable!;Du zögerst nur das Unvermeidliche hinaus.;Tu ne fais que retarder l'inévitable !
Mood.Military.020.SarcasticRemark;0;;;SarcasticRemark;Whatever.;Wie auch immer. ;Rien à foutre.
Mood.Military.021.SarcasticRemark;0;;;SarcasticRemark;No shit.;Na klar. ;Non, sérieusement ?
Mood.Military.022.SarcasticRemark;0;;;SarcasticRemark;Yeah right.;Yeah, richtig.;Ouais, c'est ça.
Mood.Military.023.Confirm;0;;;Confirm;A OK!;Alles klar!;Bien compris.
Mood.Military.024.Confirm;0;;;Confirm;Confirm.;Bestätigt!;Confirmé.
Mood.Military.025.Confirm;0;;;Confirm;Got it.;Verstanden!;Compris.
Mood.Military.026.IWillKeepHittingYou;0;;;IWillKeepHittingYou;I'll dust you.;Ich mach dich fertig!;Je vais te saigner.
Mood.Military.027.IWillKeepHittingYou;0;;;IWillKeepHittingYou;You like that?;Na, magst du das?;T'aimes ça ?
Mood.Military.028.IWillKeepHittingYou;0;;;IWillKeepHittingYou;Stay there, it'll be over soon!;Halte still, ist gleich vorbei!;Bouge pas, ce sera bientôt fini !
Mood.Military.029.FuckYou;0;;;FuckYou;I'll geek you.;Ich mach dich platt.;Je vais te saigner !
Mood.Military.030.FuckYou;0;;;FuckYou;Shut your drekking gab!;Schnauze, Plappermaul!;Ferme ta grande gueule !
Mood.Military.031.FuckYou;0;;;FuckYou;Go to hell!;Fahr zur Hölle!;Va en enfer !
Mood.Military.032.FuckYou;0;;;FuckYou;Fragtard.;Verzieh dich!;Connard.
Mood.Military.033.FuckYou;0;;;FuckYou;Take a hike!;Verpiss dich!;Va te faire foutre !
Mood.Military.034.IHitWithLowCTH;0;;;IHitWithLowCTH;I still got it.;Ich hab ihn!;J'ai pas trop perdu la main.
Mood.Military.035.IHitWithLowCTH;0;;;IHitWithLowCTH;That's how it's done, kids.;So macht man das!;Et voilà comment on fait, les enfants.
Mood.Military.036.IHitWithLowCTH;0;;;IHitWithLowCTH;All skill... All skill.;Gekonnt ist gekonnt!;Du talent... rien que du talent.
Mood.Military.037.IamHitWithLowCTH;0;;;IamHitWithLowCTH;Incoming!;Wo kam das her?;On se fait allumer !
Mood.Military.038.IamHitWithLowCTH;0;;;IamHitWithLowCTH;Didn't see that coming.;Das hatte ich nicht erwartet.;J'ai rien vu venir.
Mood.Military.039.YouHitWithLowCTH;0;;;YouHitWithLowCTH;That was a lucky shot.;Glückstreffer!;Tu parles d'un coup de bol !
Mood.Military.040.YouHitWithLowCTH;0;;;YouHitWithLowCTH;Pure luck.;Pures Glück!;C'était de la chance.
Mood.Military.041.YouHitWithLowCTH;0;;;YouHitWithLowCTH;You got lucky this time.;Du hattest nur Glück!;T'as eu du bol, cette fois.
Mood.Military.042.IHitCritically;0;;;IHitCritically;Got a good hit!;Ein guter Treffer!;Je l'ai pas raté, ce coup-là !
Mood.Military.043.IHitCritically;0;;;IHitCritically;That did severe damage!;Das hat weh getan!;Ça, ça lui a fait mal !
Mood.Military.044.IHitCritically;0;;;IHitCritically;Target severely hit!;Hab ihn ordentlich erwischt!;Cible endommagée !
Mood.Military.045.IAmCriticallyHit;0;;;IAmCriticallyHit;I am getting buffed!;Die wollen mich töten!;Je me fais massacrer !
Mood.Military.046.IAmCriticallyHit;0;;;IAmCriticallyHit;Medic!;Medic!;Médic !
Mood.Military.047.IAmCriticallyHit;0;;;IAmCriticallyHit;Sustaining heavy fire.;Stehe unter Feuer!;Je me fais méchamment allumer !
Mood.Military.048.IMissed;0;;;IMissed;Damn, missed.;Verdammt, daneben.;Merde, raté.
Mood.Military.049.IMissed;0;;;IMissed;Missed the target.;Nicht getroffen.;J'ai raté la cible.
Mood.Military.050.IMissed;0;;;IMissed;Aim seems broken.;Das war knapp.;Mon viseur déconne.
Mood.Military.051.YouMissedMe;0;;;YouMissedMe;Are you missing on purpose?;Schießt du absichtlich daneben?;Tu me rates pour me faire plaisir ?
Mood.Military.052.YouMissedMe;0;;;YouMissedMe;You're never gonna hit me like that!;So triffst du mich nie!;Tu risques pas de me toucher, comme ça !
Mood.Military.053.YouMissedMe;0;;;YouMissedMe;Is that the best you can do?;Soll das alles sein?;C'est tout ce que tu sais faire ?
Mood.Military.054.CheckYourAim;0;;;CheckYourAim;Check your aim!;Pass auf dein Ziel auf!;Fais gaffe où tu tires !
Mood.Military.055.CheckYourAim;0;;;CheckYourAim;Focus on the action!;Konzentrier dich!;Concentre-toi sur l'action !
Mood.Military.056.CheckYourAim;0;;;CheckYourAim;Get your act together and aim!;Augen aufs Ziel!;Remue-toi les miches et bats-toi !
Mood.Military.057.IMissedWithLowCTH;0;;;IMissedWithLowCTH;Don't have a good line of sight.;Ich hab keine gute Sicht.;J'ai pas de bonne ligne de vue.
Mood.Military.058.IMissedWithLowCTH;0;;;IMissedWithLowCTH;Don't have a good bead on the target.;Kein gutes Ziel!;J'arrive pas à bien viser la cible.
Mood.Military.059.IMissedWithLowCTH;0;;;IMissedWithLowCTH;Not going to hit much from here.;Von hier treffe ich kaum was!;Je risque pas de toucher grand-chose, d'ici.
Mood.Military.060.YouMissedWithLowCTH;0;;;YouMissedWithLowCTH;Stop wasting ammo.;Verschwende keine Munition!;Arrête de gâcher tes munitions.
Mood.Military.061.YouMissedWithLowCTH;0;;;YouMissedWithLowCTH;Are you trying to hit with ricochets?;Vertraust du auf die Querschläger?;T'essaie de le toucher en faisant des ricochets ?
Mood.Military.062.YouMissedWithLowCTH;0;;;YouMissedWithLowCTH;You can't vape anyone this way.;So wirst du nie jemanden erwischen.;Tu crèveras personne en faisant comme ça !
Mood.Military.063.IKilledYou;0;;;IKilledYou;Target down!;Ziel am Boden.;Cible à terre !
Mood.Military.064.IKilledYou;0;;;IKilledYou;Got one!;Sehr gut!;J'en ai eu un !
Mood.Military.065.IKilledYou;0;;;IKilledYou;Target neutralized!;Ziel neutralisiert.;Cible neutralisée !
Mood.Military.066.IDie;0;;;IDie;I am down, I am ...;Mich hat´s erwischt, mich hat´s ...;Je suis touché, je...
Mood.Military.067.IDie;0;;;IDie;I am hit... severely.. inj..;Wurde getroffen, bin schwer verl...;Je suis gravement... blessé...
Mood.Military.068.IDie;0;;;IDie;Ow.;Argh.;Aïe.
Mood.Military.069.NoYouAreNotDead;0;;;NoYouAreNotDead;Man down! Call a meat wagon!;Mann am Boden! Wir brauchen Hilfe!;Homme à terre ! Appelez une ambulance !
Mood.Military.070.NoYouAreNotDead;0;;;NoYouAreNotDead;Walk it off soldier!;Wehe du stirbst!;Secoue-toi, soldat, ça va aller !
Mood.Military.071.NoYouAreNotDead;0;;;NoYouAreNotDead;Medic! We need a medic here!;Medic! Wir brauchen hier einen Medic!;Médic ! On a besoin d'un médic, ici !
Mood.Military.072.MyAllyWasKilled;0;;;MyAllyWasKilled;We lost one.;Wir haben jemanden verloren.;On en a perdu un.
Mood.Military.073.MyAllyWasKilled;0;;;MyAllyWasKilled;Bought the farm.;Ins Gras gebissen.;Il est cané.
Mood.Military.074.MyAllyWasKilled;0;;;MyAllyWasKilled;Drek, that looks fatal.;Drek, das sieht ernst aus.;Merde, il va pas se relever.
Mood.Military.075.MakeFunOfDeath;0;;;MakeFunOfDeath;Looks like your friend punched out.;Sieht aus, als hätte dein Freund ausgetanzt.;On dirait que ton pote a bu la tasse.
Mood.Military.076.MakeFunOfDeath;0;;;MakeFunOfDeath;DocWagon will be too late.;Da nutzt auch kein DocWagon mehr.;Le DocWagon arrivera jamais à temps.
Mood.Military.077.MakeFunOfDeath;0;;;MakeFunOfDeath;What you need now is a body bag.;Jetzt hilft nur noch ein Leichensack.;Maintenant, c'est un sac à viande qu'il te faut !
Mood.Military.078.YouColdHeartedBastard;0;;;YouColdHeartedBastard;Was that really necessary?;War das wirklich nötig?;C'était vraiment nécessaire, ça ?
Mood.Military.079.YouColdHeartedBastard;0;;;YouColdHeartedBastard;That was uncalled for.;Das war überflüssig.;T'avais pas besoin de faire ça.
Mood.Military.080.YouColdHeartedBastard;0;;;YouColdHeartedBastard;Let it go.;Lass das.;Laisse tomber.
Mood.Military.081.IKilledCritically;0;;;IKilledCritically;Seeing 'em popped never gets old.;Das könnte ich immer wieder machen!;Les voir se faire crever, je m'en lasse pas.
Mood.Military.082.IKilledCritically;0;;;IKilledCritically;Haha, did you see that?;Ha, hast du das gesehen?;Haha, t'as vu ça ?
Mood.Military.083.IKilledCritically;0;;;IKilledCritically;I haven't seen that before.;Sowas passiert mir öfter!;J'avais encore jamais vu quelqu'un faire ça.
Mood.Military.084.ThatWasAwesome;0;;;ThatWasAwesome;That's disgusting.;Unfassbar!;C'est dégueulasse.
Mood.Military.085.ThatWasAwesome;0;;;ThatWasAwesome;They do come apart quite easily, don't they?;Nicht besonders haltbar, was?;Ils tombent en morceaux un peu facilement, non ?
Mood.Military.086.ThatWasAwesome;0;;;ThatWasAwesome;Wow. What a glorious mess.;Wow, was für eine Sauerei.;Ouah. Quel merveilleux bordel.
Mood.Military.087.IFailedAnInteraction;0;;;IFailedAnInteraction;Doesn't work.;Das geht so nicht.;Ça marche pas.
Mood.Military.088.IFailedAnInteraction;0;;;IFailedAnInteraction;I think it's FUBAR.;Das ist doch FUBAR!;Je crois que ce truc est foutu.
Mood.Military.089.IFailedAnInteraction;0;;;IFailedAnInteraction;Can't get it to work.;Das funktioniert nicht.;Pas moyen de le faire marcher.
Mood.Military.090.InteractionSkillFailAdvice;0;;;InteractionSkillFailAdvice;Try again!;Versuch es nochmal!;Réessaie !
Mood.Military.091.InteractionSkillFailAdvice;0;;;InteractionSkillFailAdvice;Next time, don't fail.;Mach es nächstes Mal richtig!;La prochaine fois, essaie de pas échouer.
Mood.Military.092.InteractionSkillFailAdvice;0;;;InteractionSkillFailAdvice;Have you tried kicking it?;Vielleicht trittst du einfach mal dagegen?;T'as essayé de foutre un coup de pied dedans ?
Mood.Military.093.IThrowGrenade;0;;;IThrowGrenade;Fire in the hole!;Fire in the hole!;Tout le monde à terre !
Mood.Military.094.IThrowGrenade;0;;;IThrowGrenade;Incoming!;Achtung!;Je balance une grenade !
Mood.Military.095.IThrowGrenade;0;;;IThrowGrenade;Outbound frag!;Fang!;Grenade en l'air !
Mood.Military.096.GrenadeIncoming;0;;;GrenadeIncoming;Pineapple in the air!;Granate!;Patate en approche !
Mood.Military.097.GrenadeIncoming;0;;;GrenadeIncoming;Thumper approaching!;Deckung!;Impact imminent !
Mood.Military.098.GrenadeIncoming;0;;;GrenadeIncoming;Incoming!;Achtung!;Grenade !
Mood.Military.099.IAmFeared;0;;;IAmFeared;Need evac!;Evakuieren!;Demande l'évacuation !
Mood.Military.100.IAmFeared;0;;;IAmFeared;I ain't sticking around!;Hier bleib ich nicht!;Pas question que je traîne par ici !
Mood.Military.101.IAmFeared;0;;;IAmFeared;I need to get out!;Ich will hier raus!;Faut que je me tire de là !
Mood.Military.102.ISummonBear;0;;;ISummonBear;Great bear, I call on you!;Ich rufe dich, Großer Bär!;Ô grand Ours, je t'appelle !
Mood.Military.103.ISummonBear;0;;;ISummonBear;Brother bear, I summon you!;Bruder Bär, ich beschwöre dich!;Frère Ours, je t'invoque !
Mood.Military.104.ISummonBear;0;;;ISummonBear;Come aid me!;Komm und hilf mir!;Viens à mon aide !
Mood.Military.105.SummonBearStupidReply;0;;;SummonBearStupidReply;That's gonna be useful.;Bärenstark!;Ça va vachement nous avancer.
Mood.Military.106.SummonBearStupidReply;0;;;SummonBearStupidReply;Nice addition to the team.;Gute Hilfe fürs Team.;Bien, chouette recrue pour l'équipe.
Mood.Military.107.SummonBearStupidReply;0;;;SummonBearStupidReply;Blue Bear-et. Get it? Hehe...;Ein echter Bärendienst.;Au sec-ours ! T'as capté ? Héhé...
Mood.Military.108.IseeAnEnemy;0;;;IseeAnEnemy;Hostiles spotted!;Gegner gesichtet!;Hostiles repérés !
Mood.Military.109.IseeAnEnemy;0;;;IseeAnEnemy;I see one!;Ich sehe einen!;J'en vois un !
Mood.Military.110.IseeAnEnemy;0;;;IseeAnEnemy;Target spotted!;Ziel entdeckt!;Cible en vue !
Mood.Military.111.YouSeeMe;0;;;YouSeeMe;They made me!;Sie haben mich entdeckt!;Ils m'ont repéré !
Mood.Military.112.YouSeeMe;0;;;YouSeeMe;Contact!;Kontakt!;Contact !
Mood.Military.113.YouSeeMe;0;;;YouSeeMe;I've been made!;Wurde entdeckt!;J'ai été repéré !
Mood.Military.114.AttackerGoGetThem;0;;;AttackerGoGetThem;What are you waiting for!;Worauf wartest du?;Qu'est-ce que t'attends ?!
Mood.Military.115.AttackerGoGetThem;0;;;AttackerGoGetThem;Engage!;Los geht´s!;Ouvrez le feu !
Mood.Military.116.AttackerGoGetThem;0;;;AttackerGoGetThem;Engage, now!;Na los!;Ouvrez le feu, maintenant !
Mood.Military.117.Iwillfuckyouup;0;;;Iwillfuckyouup;You're messing with the wrong fragger!;Du hast dich mit dem Falschen angelegt!;Tu vas regretter d'être venu me faire chier !
Mood.Military.118.Iwillfuckyouup;0;;;Iwillfuckyouup;I will end you!;Ich mach dich kalt.;Je vais en finir avec toi !
Mood.Military.119.Iwillfuckyouup;0;;;Iwillfuckyouup;I'll get you!;Dich hol ich mir.;Je vais te crever !
Mood.Military.120.IDontSeeAnyone;0;;;IDontSeeAnyone;No contacts!;Keine Kontakte.;Aucun contact !
Mood.Military.121.IDontSeeAnyone;0;;;IDontSeeAnyone;Where are they?;Wo sind die alle?;Où sont-ils ?
Mood.Military.122.IDontSeeAnyone;0;;;IDontSeeAnyone;Give me positions!;Ich brauche Positionen.;Donne-moi leurs positions !
Mood.Military.123.AttackerStayAlert;0;;;AttackerStayAlert;Stay frosty!;Bleib cool.;Ouvre l'œil !
Mood.Military.124.AttackerStayAlert;0;;;AttackerStayAlert;Watch your six!;Augen auf!;Gaffe, derrière toi !
Mood.Military.125.AttackerStayAlert;0;;;AttackerStayAlert;Careful now!;Sei vorsichtig.;Fais attention !
Mood.Military.126.IHarvestOrgans;0;;;IHarvestOrgans;I'm going to extract this...;Das nehm ich mal mit ...;Je vais extraire ça...
Mood.Military.127.IHarvestOrgans;0;;;IHarvestOrgans;It's second hand, but serviceable.;Secondhand, aber brauchbar.;C'est de l'occasion, mais c'est réparable.
Mood.Military.128.IHarvestOrgans;0;;;IHarvestOrgans;There, that's still useful!;Das hier kann man noch gebrauchen!;Tiens, ce truc peut encore servir !
Mood.Military.129.YouHarvestOrgans;0;;;YouHarvestOrgans;Do you really need that?;Brauchst du das wirklich?;T'as vraiment besoin de ça ?
Mood.Military.130.YouHarvestOrgans;0;;;YouHarvestOrgans;Just wash your hands afterwards.;Wasch dir deine Hände danach.;Oublie pas de te laver les mains après.
Mood.Military.131.YouHarvestOrgans;0;;;YouHarvestOrgans;You're not even wearing gloves!;Du trägst keine Handschuhe!;Tu portes même pas de gants !
Mood.Military.132.IAmOutOfAmmo;0;;;IAmOutOfAmmo;Out of ammo!;Keine Munition mehr!;J'ai plus de munitions !
Mood.Military.133.IAmOutOfAmmo;0;;;IAmOutOfAmmo;Magazine dry!;Magazin leer!;Chargeur à sec !
Mood.Military.134.IAmOutOfAmmo;0;;;IAmOutOfAmmo;Need to reload!;Muss nachladen!;Il faut que je recharge !
Mood.Military.135.YouAreOutOfAmmo;0;;;YouAreOutOfAmmo;I hear an empty mag!;Ich höre das Klicken einer leeren Waffe ...;J'entends un chargeur vide !
Mood.Military.136.YouAreOutOfAmmo;0;;;YouAreOutOfAmmo;The fragger's empty, let's go!;Der Kerl hat keinen Schuss mehr, los!;Ce connard est à sec, en avant !
Mood.Military.137.YouAreOutOfAmmo;0;;;YouAreOutOfAmmo;Sounds like you're out!;Na, leergeschossen?;On dirait bien que t'es en rade !
Mood.Military.138.OutOfAmmoTaunt;0;;;OutOfAmmoTaunt;Thanks for the update!;Danke für die Info.;Merci pour l'info !
Mood.Military.139.OutOfAmmoTaunt;0;;;OutOfAmmoTaunt;Bad for you!;Schlecht für dich!;Dommage pour toi !
Mood.Military.140.OutOfAmmoTaunt;0;;;OutOfAmmoTaunt;Good to know!;Gut zu wissen!;C'est bon à savoir !
Mood.Military.141.IReload;0;;;IReload;Reloading!;Ich lade nach.;Je recharge !
Mood.Military.142.IReload;0;;;IReload;Cover me, reloading!;Gib mir Deckung, ich muss nachladen!;Couvre-moi, je recharge !
Mood.Military.143.IReload;0;;;IReload;Just a sec, reloading!;Einen Moment, muss nachladen!;Un instant, je recharge !
Mood.Military.144.DownBadDog;0;;;DownBadDog;Down boy! DOWN!;Sitz, platz, aus!;Couché, sale clebs ! COUCHÉ !
Mood.Military.145.DownBadDog;0;;;DownBadDog;Get it off me!;Nimm es von mir weg!;Vire-moi ce truc !
Mood.Military.146.DownBadDog;0;;;DownBadDog;I hate dogs!;Ich hasse Hunde!;Je déteste les chiens !
Mood.Military.147.YouAreAttackedByDog;0;;;YouAreAttackedByDog;Aim for the eyes!;Auf die Augen zielen!;Vise les yeux !
Mood.Military.148.YouAreAttackedByDog;0;;;YouAreAttackedByDog;Kick it, kick it!;Tritt es weg!;Shoote-le, shoote-le !
Mood.Military.149.YouAreAttackedByDog;0;;;YouAreAttackedByDog;Shoot it!;Schieß drauf!;Allume-le !
Mood.Military.150.IHaveLowHealth;0;;;IHaveLowHealth;I am wounded!;Ich bin verwundet!;Je suis blessé !
Mood.Military.151.IHaveLowHealth;0;;;IHaveLowHealth;Need a medic!;Brauche einen Medic!;J'ai besoin d'un médic !
Mood.Military.152.IHaveLowHealth;0;;;IHaveLowHealth;I'm hit!;Bin getroffen!;Je suis touché !
Mood.Military.153.IAmNotADoctor;0;;;IAmNotADoctor;Suck it up, soldier!;Steh drüber, Soldat!;Arrête de pleurnicher, soldat !
Mood.Military.154.IAmNotADoctor;0;;;IAmNotADoctor;Put some pressure on it!;Drück drauf!;Appuie dessus !
Mood.Military.155.IAmNotADoctor;0;;;IAmNotADoctor;Put a bandage on it!;Mach ein Pflaster drauf!;Mets un pansement là-dessus !
Mood.Military.156.YouAreHurtTaunt;0;;;YouAreHurtTaunt;You'll be hurting a lot more soon!;Das wird dir bald noch viel mehr weh tun!;T'as pas fini d'avoir mal !
Mood.Military.157.YouAreHurtTaunt;0;;;YouAreHurtTaunt;Just wait, I'll make you feel a LOT worse.;Warte, ich geb es dir mit Zinsen zurück!;Ça fait mal ? Attends un peu la suite !
Mood.Military.158.YouAreHurtTaunt;0;;;YouAreHurtTaunt;Looks like you've been hit good!;Du hast mich erwischt!;On dirait bien que t'es salement blessé !
Mood.Military.159.YouSeemToBeHurt;0;;;YouSeemToBeHurt;You don't look so good.;Du siehst nicht gut aus.;Ça a pas l'air d'être la grande forme.
Mood.Military.160.YouSeemToBeHurt;0;;;YouSeemToBeHurt;You ok, chummer?;Alles okay, Chummer?;Tout va bien, mon pote ?
Mood.Military.161.YouSeemToBeHurt;0;;;YouSeemToBeHurt;You should get that looked at!;Da sollte mal jemand draufschauen!;Tu devrais montrer ça à un médic !
Mood.Military.162.DownBadBear;0;;;DownBadBear;Need assistance, getting mauled here!;Hilfe, ich werde hier auseinandergerissen!;J'ai besoin d'aide, je me fais foutre en pièces !
Mood.Military.163.DownBadBear;0;;;DownBadBear;Drek, get it off me! ;Drek, zieh es von mir weg!;Merde, dégage ce truc !
Mood.Military.164.DownBadBear;0;;;DownBadBear;Drek, it's a bear!;Drek, das ist ein Bär!;Merde, c'est un ours !
Mood.Military.165.YouAreAttackedByBear;0;;;YouAreAttackedByBear;Stay low!;Halte dich unten!;Baisse la tête !
Mood.Military.166.YouAreAttackedByBear;0;;;YouAreAttackedByBear;Go for the eyes!;Auf die Augen zielen!;Vise les yeux !
Mood.Military.167.YouAreAttackedByBear;0;;;YouAreAttackedByBear;I'm on it!;Ich komm schon!;Je m'en occupe !
Mood.Military.168.IDemolishedSomething;0;;;IDemolishedSomething;Forced it open.;Sesam öffne dich.;Je l'ai ouverte.
Mood.Military.169.IDemolishedSomething;0;;;IDemolishedSomething;It's open!;Es ist offen.;C'est ouvert !
Mood.Military.170.IDemolishedSomething;0;;;IDemolishedSomething;Got it!;Und ... auf.;Je l'ai eu !
Mood.Military.171.GenericWellDone;0;;;GenericWellDone;Good job!;Gute Arbeit!;Bien joué !
Mood.Military.172.GenericWellDone;0;;;GenericWellDone;Nice one!;Sehr schön!;Beau travail !
Mood.Military.173.GenericWellDone;0;;;GenericWellDone;Well done!;Gut gemacht!;Excellent !
Mood.Military.174.IHackedSomething;0;;;IHackedSomething;Override enabled.;System überschrieben!;Neutralisation activée.
Mood.Military.175.IHackedSomething;0;;;IHackedSomething;System override complete.;Überschreibung komplett!;Neutralisation du système terminée.
Mood.Military.176.IHackedSomething;0;;;IHackedSomething;System compromised.;System übernommen.;Système infiltré.
Mood.Military.177.IFeelBetterNow;0;;;IFeelBetterNow;Much better!;Viel besser!;Je vais beaucoup mieux !
Mood.Military.178.IFeelBetterNow;0;;;IFeelBetterNow;That's better!;Das ist besser!;Ça va mieux !
Mood.Military.179.IFeelBetterNow;0;;;IFeelBetterNow;Oh yeah, I needed that.;Das hab ich gebraucht!;Oh ouais, ça fait du bien.
Mood.Military.180.IUseDrugs;0;;;IUseDrugs;Wow, that's the ticket.;Was für ein Ritt!;Ouah, c'est le pied, ce truc...
Mood.Military.181.IUseDrugs;0;;;IUseDrugs;Nhhhhhhhhh...;Nnnnhhhhhhhh...;Nhhhhhhhhh...
Mood.Military.182.IUseDrugs;0;;;IUseDrugs;Oh yeah. That's effective!;Oh ja, genau so!;Oh ouais, ça marche, ça !
Mood.Military.183.YouUseDrugs;0;;;YouUseDrugs;You know that stuff will kill you, right?;Du weißt, dass dich sowas töten kann?;Tu sais que ce truc te tuera, pas vrai ?
Mood.Military.184.YouUseDrugs;0;;;YouUseDrugs;Easy on the juice, chummer. That stuff will kill you.;Bleib locker, Chummer. Das Zeug kann dich töten!;Vas-y mollo avec la came, mon pote. Ce truc te tuera.
